row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp
362,Hasbullas Goat,8Dku6nhx5yfPfnJCLGUKwXVo5et1fdT5quTLMeaopump,63.99%,831%,831%,184,6.7K,56.9K,57.8,140,35min,32.05%,0%,-,,2024-11-16 05:45:15
363,Abdu Rozik's Monkey,y7vqjBLa6mMjtpkvsX99pjbxWg4pwqJRte2yqnvpump,103.1%,383.7%,418.3%,128,14.6K,32.4K,32.81,26,1h,29.44%,0%,-,,2024-11-16 05:45:15
364,Peanut AI,9y5ST7fEcURVFtX26iZiQK4dFGfUN3HwGYhoXQg7pump,165%,320.9%,320.9%,44,8.1K,29.1K,32.94,83,13d,30.1%,0%,-,,2024-11-16 05:45:15
365,Tucker,2i4yVrkAH66ZekohRra989GoAaDWujVNUaiQFzDZpump,72.23%,118%,550.8%,12,4.4K,39.9K,32.1,50,2h,28.62%,0%,-,,2024-11-16 05:45:15
366,Solana Banana,FmpAVC9LHvcXq5eFCjqHSuU9dcwJFuQwykAgmqT8n2kD,15.84%,22.14%,126.2%,4,1.1K,20.3K,24.05,100,,41.65%,7.22% Buy More,-,https://t.me/SolanaBananaaa,2024-11-16 05:45:15
367,General Immigration Money,8t7hAMhkwEZPbGWSE5ufHEZJHVZdYe1ANZ4RpPpqpump,20.41%,91.1%,234.5%,211,1.7K,20.8K,24.39,60,1h,23.8%,1.78% Buy More,-,https://t.me/GIM_pumpfun,2024-11-16 05:45:15
368,ABDUROZIK CAT,64WBGZ5PTRdMkFNoCA3mSdiXJFzzNJG7xnpnPPQypump,46.48%,13.16%,232.9%,19,2.7K,28.2K,30.37,100,2d,32.2%,0%,-,,2024-11-16 05:45:15
369,Act II: The AI Convergence,BDtVLmGmoUppFRUgZpjifQ8U8shFzqNaZ5VUfDe5pump,321.6%,321.7%,321.7%,30,7.2K,27.7K,32.79,20,4d,30.79%,0%,-,https://t.me/ActConvergence,2024-11-16 05:45:15
370,Kinagoro,5x91nxPAxMQDs3J57C7otB2n2HjfCXhPxv5UucJtpump,38.24%,858.1%,858.1%,231,17.4K,59.4K,60.44,193,33min,24.01%,0%,-,,2024-11-16 05:45:15
371,GayI,21L9BrSaet7E4MnHWjVrZQKnSHM22pX8SuFxXctTHkug,31.39%,11.83%,233.2%,17,3.5K,21.2K,25.94,38,2h,28.62%,2.15% Buy More,-,,2024-11-16 05:45:15
372,Hasbulla Mascot,H7RroZzQu8mhhFobcKzuFNbMyBsLNJYWeGMhxQAopump,58.4%,763%,763%,353,11.1K,53.7K,58.01,214,45min,22.64%,0%,-,,2024-11-16 05:45:15
373,PAWWOT,HUhKCbvKe4D6x34PypW9AtE7z6S44WApeCFZ1JqWpump,14.1%,44.92%,50.81%,50,21.1K,936.9K,262.75,2969,1d,26.02%,0.88% Buy More,-,https://t.me/pwotsol,2024-11-16 05:45:15
374,Saddog,3ck3fPH1J2oZeZN89uTtQTEiwqCttXsDYqg9BdjLpump,28.82%,282.1%,282.1%,5,1.5K,26.9K,32.93,42,42min,35.45%,15.25% Sell Part,-,,2024-11-16 05:45:15
375,Take profit,7j8QchEABEH3TurECgfqyL7fUTN8d6z5Db7k5uHbpump,112.3%,287.2%,287.2%,32,4.7K,24.1K,29.9,47,40min,25.41%,0%,-,,2024-11-16 05:45:15
376,shoulda bought more,AEDEBKCEkxHvFx69vKD8EmZ7VqmhAqobubfgMt32pump,77.73%,1434.3%,1434.3%,535,83.7K,102K,86.11,344,5min,20.44%,0%,-,,2024-11-16 05:45:15
377,ai16zeliza,wUtwjNmjCP9TTTtoc5Xn5h5sZ2cYJm5w2w44b79yr2o,112.7%,6955.1%,6955.1%,294,136.5K,473.6K,171.21,657,31min,29.01%,5.89% Buy More,-,,2024-11-16 05:45:15
378,Andrew Tate’s Dog,72Lz9L8yu5rjcKGhSJYSHuC1ggymwxPH6q64WweLtnup,70.59%,255.3%,255.3%,33,3.4K,22.2K,27.56,154,184d,30.94%,0%,-,,2024-11-16 05:45:15
379,FLokiSolana,3vW4kH4TKjRXerborqNqmNKM9yUfDbj8GMe4kpjhpump,5.24%,47.27%,178.8%,62,597,19.6K,23.45,134,1h,25.03%,0%,-,https://t.me/flokisolanaz,2024-11-16 05:45:15
380,ZYRA-9,CdzZ2E44FnXkHcz7isrrjAGVbVVa6gi1VSuQbPuBeSFk,570.1%,570.1%,768.9%,220,31.1K,54.2K,58.04,87,3h,29.66%,3.58%,-,,2024-11-16 05:45:15
381,BURN,FVHbTpebRbivQ7Qmhncm8fjKn3V7SkPjDC8kowPJpump,46.41%,24.1%,205.6%,62,3K,24.5K,29.92,170,1h,22.31%,0%,-,,2024-11-16 05:45:15
382,Hasbullas Monkey,E3uupG8GaCGqR9uJHUTwfeHVRquzKY97goXihS2Ppump,41.79%,296.6%,296.9%,160,3.8K,24.6K,26.19,132,1h,22.09%,0%,-,,2024-11-16 05:45:15
383,eliza ai16z mascot,4qe5LzsmEJwr2rusq2Q4tvtEB1wdtpH6CokuCmAKpump,59.92%,166.7%,144.2%,113,86.6K,1.5M,485.59,1510,20d,15.24%,0%,-,https://t.me/elizaai16z,2024-11-16 05:45:15
384,Anko The Raccon,BJE4bEf5MYMWqaWFhMeqeTfXk3jZKABSNmXqQpDapump,44.23%,312.4%,312.4%,186,3.1K,25.1K,30.55,124,30min,23.7%,0%,-,,2024-11-16 05:45:15
385,Zerebro's DioCoin,JBQEApvvjp8mxXQcH56M4Sq71VLLChZyqHmrpDigpump,83.18%,26.81%,139.7%,10,10.5K,147.2K,110.75,234,6d,31.27%,0%,-,,2024-11-16 05:45:15
386,Abduroziks Cat,39vSxii1Ef3a9sh2mQ5DHY9Cg5ht1BQpUswC9pBzpump,27.52%,334.9%,1611.9%,40,4.5K,87.1K,79.93,232,19h,31.69%,0%,-,,2024-11-16 05:45:15
387,happybuilder,gY3PZY9HR5ux2HmsN6n7ScLJBReAsTXGTmoUhZcpump,81.24%,214.4%,261.4%,81,6.1K,26.8K,33.08,51,1d,31.64%,0%,-,,2024-11-16 05:45:15
388,Baby barsik,FkrpVhugt15Y38fYkBk3LXcjKaaZYSsoAbFQZCsapump,74.63%,216.8%,294.8%,80,5.5K,23.8K,28.38,97,6h,27.55%,0%,-,,2024-11-16 05:45:15
389,RoboRuth 12,4QPoxGzxnC2PFssQ5GBmWqH3xuHWwZ1Mxu6hiduppump,107.2%,108.2%,120%,83,13.2K,33.8K,34.97,109,2d,24.63%,0%,-,https://t.me/RoboRuth12,2024-11-16 05:45:15
390,No.1 Behavior Laboratories Kevin,Fu8kczfN3ATWkFPKaDpotWWHLNTsLdxuC3GTqj4Spump,17.38%,363.7%,363.7%,16,5.5K,29.1K,28.88,42,37min,31.17%,3.42% Buy More,-,,2024-11-16 05:45:15
391,sir snortington,6eGzbvnqAhksgm4GFSrPcuQA3woZmwGkSxZ5XEPJpump,5.75%,84.43%,207.1%,12,893.1,19.2K,23.39,56,2h,25.23%,3.56%,-,,2024-11-16 05:45:15
392,BITCORN,F76Go1TqbZwnG17BhbQMovEJQHnmXuBBHAjGd3v1pump,10.1%,21.98%,114.8%,40,7.7K,760.3K,252.66,976,1d,24.21%,0%,-,https://t.me/BitcornCTO,2024-11-16 05:45:15
393,Hasbulla's Twin Sister,78CESXW7PnqHXAadmaqyBn9LqD8kkqX5ga4g5eXPpump,67.35%,326.5%,335.5%,215,8.8K,27.5K,33.96,85,1h,29%,0%,-,,2024-11-16 05:45:15
394,The First Enemy of Hasbulla,AG3BWKFmwjigoiB7uiVia94p7BLLk8p98gkVdUXopump,109.8%,525.1%,499.3%,96,26.4K,38K,38,73,2h,32.02%,0%,-,,2024-11-16 05:45:15
395,$Lime The Cat,DBitf8cxKXsSiSWbyZFFZQMdhqZPaEHvyZ1Dnrfgpump,78.59%,769.2%,769.2%,523,8.6K,54.4K,55.23,346,39min,26.81%,3.46%,-,https://t.me/slimeonsolana,2024-11-16 05:45:15
396,Bonk Pnut,G5sivRDQgYPpUyTmnUm9XDMYFQRs3BRj4c4JPx6cpump,67.43%,151.8%,356.7%,72,7.6K,28.2K,33.71,148,2h,23.56%,2%,-,https://t.me/+H-d3Ljnllys5NDk8,2024-11-16 05:45:15
397,SolanaAlwaysNukingInvestorsCash,9jWR37TUpxRqtDd34DLvphnG87cojnR2p53S4S2Hpump,32.03%,198.2%,198.2%,304,4.7K,18.6K,22.56,68,35min,20.82%,0%,-,https://t.me/SANICSOnSolana,2024-11-16 05:45:15
398,DOGNUT,FA7obKStpdn1YPrZ4N4C4XeW6vWh3mWyKXEQdeZP1Lu9,16.69%,554.1%,554.1%,5,1.5K,43.7K,50.54,43,,47.71%,10%,-,,2024-11-16 05:45:15
399,Bounty,6TcoT3vcexjsMuuLvS9DhBUrVVcoqBMHEppQGQLMpump,14.53%,39.61%,26.92%,5,8.7K,3.9M,555.63,748,22d,17.05%,3.15%,-,https://t.me/powpowfun,2024-11-16 05:45:15
400,Solana Season,6ZHaDajZnN9tu62eGD1VVGMKqkEix3GaES6fEXMsPdnd,3.83%,19.69%,40.59%,5,1.2K,877.5K,292.86,286,2d,26.43%,0.1% Buy More,-,https://t.me/Solanalaunch1,2024-11-16 05:45:15
401,Hasbulla Second Cat,9hYVcBMbx4xHQ7bhZqH3yNofdBPBTKuHk4h1Ja4npump,37.91%,745%,745%,460,29.5K,58.1K,51.9,190,35min,23.17%,0%,-,,2024-11-16 05:45:15
402,Department Of Memes,7PDFzUsPjA238Tm4d8kCEjHoRFLmTLrhhiXNMGj2pump,63.7%,233.5%,233.5%,40,3.2K,20.3K,24.42,63,46min,28.06%,0.53%,-,https://t.me/DMS_Sol,2024-11-16 05:45:15
403,ZIMOMO,BWzZQswJRUh5aHQ5P6txtgC2GwYdmJ58ukwriUFFpump,30.23%,93.02%,502.9%,22,11.9K,918.4K,336.64,769,44d,19.97%,0%,-,https://t.me/ZimomoCommunity,2024-11-16 05:45:15
404,CatNut,BVmbj6RLGxEGspGW9fhxRa9WrUMds5ecgZ7npWaWpump,8.1%,228%,228%,99,2.6K,20.4K,24.65,71,38min,27.13%,0%,-,,2024-11-16 05:45:15
405,vibing duck,EpVEp2TvTqtbFYr5Df62g4SPTwyvp9jnUqcRk7zQpump,55.07%,2023.6%,2023.6%,781,177K,137.4K,79.01,480,4min,19.22%,0%,-,,2024-11-16 05:45:15
406,Susan,Bp8PbR4BpLViXnCotxTTyJVnPGMJ6YBQ3wLDJqNkpump,49.99%,4981.7%,4981.7%,981,54.7K,318.1K,136.66,1095,52min,17.98%,0%,-,https://t.me/susan_solana,2024-11-16 05:45:15
407,cat equivalent to dogecoin,EP1ZtieVMnrXozqUNkqc55rmBTAWaTuNHxAAbkcppump,47.52%,1501.9%,3749.3%,61,24.8K,195.5K,120.08,259,17d,26.88%,0%,-,,2024-11-16 05:45:15
408,Tubby Toad,6V4TgjgAmDHPSW4kgFjegnhHaSk4eBeydZdRxjNhpump,44.39%,2397.8%,4428.7%,127,19.7K,288.2K,135.09,574,54min,23.51%,1.6%,-,https://t.me/tubbytoad,2024-11-16 05:45:15
409,LONG,2HUDMBsnctpkQo2fdf6Z4ECrXhAJbemJ4NJr4X9Spump,57.88%,83.38%,72.02%,36,18.7K,1.3M,285.35,1068,4d,17.76%,1.63% Buy More,-,https://t.me/thetickerislong,2024-11-16 05:45:15
410,HYPERBOREAL INFINITY,FEiphCSAqjAxvtyMxj8boFTABrZBFyngfyrZueqeMw3q,7.77%,47.51%,158.5%,41,130.2K,436.4K,229,641,16d,22.56%,0.62% Buy More,-,,2024-11-16 05:45:15
411,kimi,Gxc1SihTXbQWJuPuMD8mwvGHYh2JJm3vQ6MGmKVapump,9.7%,241.2%,241.2%,240,4.5K,21K,24.84,73,41min,27.82%,0%,-,,2024-11-16 05:45:15
412,Fried Eggy,CFpXp1nm2CTH7gPiiXKaqETGS57sB8H1MbCB9k8zpump,32.46%,761.3%,761.3%,357,33.8K,65K,63.97,264,31min,22.17%,2.1% Sell Part,-,https://t.me/eggyportal,2024-11-16 05:45:15
413,Homer Uchiha,C1SQapeS7oBbbcRj22MpXUtwcRSqBFFSHA7G12oGpump,13.99%,17.51%,16.32%,5,928.2,25.8K,32.34,104,8d,30.85%,0%,-,,2024-11-16 05:45:15
414,☑ Solcasino.io,2mZ7rJief9ufUkdTMXyDLz3eVmaNUV4XpU5SpDV8WUV5,4.58%,326%,326%,83,2.9K,59.7K,64.59,51,,47.19%,3%,-,https://t.me/SolcasinoIOBot,2024-11-16 05:45:15
415,MOVES,6VTvwFUAnkznf113pXcncSx4feSoCeXGDR5oY1vepump,58.31%,101%,393.3%,91,7.4K,30.2K,35.24,144,5h,27.04%,0%,-,https://t.me/movescoin,2024-11-16 05:45:15
416,bounce bounce cat,DpLL98hdwYDsDTNbsygPTaVL1fQn7HUdYwHC7x5Fpump,16.58%,239.9%,239.9%,512,4.5K,21.9K,27.18,78,30min,26%,0%,-,,2024-11-16 05:45:15
417,The First Cabal,56SBgdCWqHH9D3mt8pmtLUaV7Gm4PyUCBP7yYrQLpump,14.98%,55.4%,102.4%,57,6.3K,140K,117.25,472,113d,23.99%,0%,-,"http://t.me/DISCIPLESSOL, https://t.me/thefirstcabal",2024-11-16 05:45:15
418,Only Up Technology,8zQ5uNSN7NDA7vkiVAmBH8tniUP3meeHDNmBWA6Apump,56.98%,1109%,1109%,64,11.3K,77.1K,73.91,193,45min,35.1%,0%,-,,2024-11-16 05:45:15
419,Coughing Cat,8ApmjsPeSnE6NztC8DsvJZU4VNykhnxfoBxuFqsCpump,17.26%,297.4%,297.4%,18,1.9K,24.5K,30.61,80,54min,23.54%,0%,-,https://t.me/coughingcatctosol,2024-11-16 05:45:15
420,licky,FSGZn88MXoN6ZWbsEo3F8AQ2toT5AuascbCX2HwWpump,40.07%,283.9%,283.9%,295,6.4K,23.9K,28.68,69,31min,27.65%,0%,-,,2024-11-16 05:45:15
421,Justice for Barsik,9R3ZkFLz8G42VGVwH7X7V3cjj3gUYJdhbHHWuCtupump,8.61%,197%,188.3%,152,2.7K,19.1K,23.43,47,1d,26.88%,0%,-,,2024-11-16 05:45:15
422,C10H12N2O,6DwFrugT6zcEb3SzBe9MADfqcBSXa5i22XbUYwJCpump,18.37%,285.4%,316.6%,40,10.6K,26.2K,33.04,109,3h,24.39%,0%,-,,2024-11-16 05:45:15
423,buni,GEpyBPM7NfPcwmjmbitVRyr1hPWxegRLL5ac2nbNEVN9,11.99%,53.31%,47.25%,23,20.7K,4.2M,615.27,1798,3d,17.44%,0%,-,https://t.me/itsabuni,2024-11-16 05:45:15
424,NEW OCTOPUS DISCOVERED,8HMTxDS1wLXXjbZDzFcov1DtJhgfW8SznGqAP2Zzpump,46.4%,315.5%,315.5%,276,8.8K,26K,31.76,71,38min,28.54%,0%,-,,2024-11-16 05:45:15
425,MONSTER,CihjDh2tUGqbAbxKCmxKd7ssMsvMaWecFBBZNeNZpump,40.06%,7686.9%,7686.9%,40,16.5K,936.5K,226.4,229,34min,16.57%,0%,-,https://t.me/MonsterCoinSol,2024-11-16 05:45:15
426,KEK,2fZTwhbLg3xPquk8CqS3KKYbrNMbhKj7Q5zBKuT2pump,46.69%,329.7%,316.8%,109,52.2K,1.8M,361.25,862,33d,19.55%,0%,-,https://t.me/kekcoinonsolana,2024-11-16 05:45:15
427,Hasbulla,A2SGRUafm8L2r5QH1i7RCAtC3Hy5etMZ6HKMJ6vFpump,107.8%,107.8%,169.4%,15,2K,10K,24.02,65,150d,33.81%,0%,-,,2024-11-16 05:45:15
428,choccy milk cat,DFy12AkbxKnR2s2gaYz1AvxgxqGDrMEjjzK1GG3Ypump,26.8%,50.12%,53.77%,56,42K,5.6M,845.03,2044,23d,23.32%,4%,-,,2024-11-16 05:45:15
429,C10H14N2,68RQqtXZpKnAxJANfvRaGLSpNV9EainV6AYFNBQmpump,156.2%,588.3%,1025.3%,108,20.9K,70.5K,55.83,152,4h,25.74%,0%,-,,2024-11-16 05:45:15
430,Pnut Make America Great Again,2DVxXEND6UHCVCMG5buao9EdDMVXeAz48sPaq2Uzpump,41.72%,298.6%,298.6%,20,2.2K,26.4K,32.72,65,37min,35.2%,9.75%,-,https://t.me/pmagasol,2024-11-16 05:45:15
431,CTO,5ZeZQztMFDThmCCEtDpYk9vjZ2cz2SY22qv9x7U4pump,103.4%,289.2%,289.2%,27,9.4K,24.6K,29.1,32,103d,37.61%,0.71% Buy More,-,,2024-11-16 05:45:15
432,DowJones69420,CHQFUyuP7ogxHM8ew2C8t5pGUb7w1NEQvNtsVbF2pump,22.83%,65.32%,842%,163,2.8K,60K,61.99,209,1h,23.4%,0%,-,https://t.me/DJX69420SOL,2024-11-16 05:45:15
433,Protectron,GWhXyaubijEicpBLW7hmZqdLcLbGtaoumdckPnyypump,91.05%,271.3%,297.1%,27,13.9K,26K,27.65,62,1h,30.3%,0%,-,https://t.me/protectron7,2024-11-16 05:45:15
434,cabal,H5pRgMVvfYGvuaYjXdWmP34CrPG4gQaZ1BRwdvd5pump,133.1%,290.2%,290.2%,118,14K,23.8K,25.03,80,3d,28.54%,0%,-,,2024-11-16 05:45:15
435,Marie Rose AI,7u9kr8ZCHnkeS2n46jVuyq6tUegAtaCUM52AQ1iARKP3,177.3%,985.7%,1499.1%,97,23.8K,102.7K,85.13,249,40min,26.32%,2.1%,-,,2024-11-16 05:45:15
436,Absolute Banger,6GUyjmKycsLuLnTSMyiknwr9mrLMpra5VbikpytEpump,24.92%,434.6%,434.6%,163,4.9K,33.4K,38.59,77,30min,30.53%,0%,-,,2024-11-16 05:45:15
437,Vibing Squirrel,6m13suvUaWVm7hemUW17iPKzU1dxxW6wcaAvNdY5pump,46.1%,681.4%,681.4%,202,11.8K,50.3K,55.06,164,52min,25.92%,0%,-,,2024-11-16 05:45:15
438,frijj,96iDTKmnih8xkWCA41fcFdrtovdrknkRVEu66yqPpump,42.19%,377.7%,377.7%,327,7.9K,29.8K,34.57,112,50min,24.48%,0%,-,,2024-11-16 05:45:15
439,Tardigrade,CP48F66WwynjPCoiQeqPont6H5e9SnnEKjsWii5gvcua,43.85%,252.3%,252.3%,281,4.4K,22K,26.19,65,53min,28.78%,3.44% Buy More,-,,2024-11-16 05:45:15
440,Hasbulla's Monkey,BWQ7E7TrD8RRtfEKc6TVFosAYAeEqzYU5vs7jns9pump,12.24%,309.5%,1395.3%,67,28.5K,93.7K,81.56,221,1h,31.12%,0%,-,https://t.me/jimmyborzsol,2024-11-16 05:45:15
441,ALICE The Chicken,7QbeV4QELfNCsSx8kmeuotNpAM2nWwpcmnwNpALspump,25.56%,105.7%,1541.1%,85,10.3K,100.3K,81.55,792,5h,33.16%,0%,-,,2024-11-16 05:45:15
442,Bunny Milo,AJvfDkuC9VF1WKjCSeD4tEYYm27c2A5Fg8shNPYQpump,230.7%,161.2%,161.2%,33,5.5K,20.4K,25.68,34,49min,24.84%,0%,-,https://t.me/bunnymilosol,2024-11-16 05:45:15
443,Cheshire Grin,7JofsgKgD3MerQDa7hEe4dfkY3c3nMnsThZzUuYyTFpE,6.03%,31.49%,46.58%,28,5.1K,2.7M,534.31,1246,3d,22.57%,0%,-,https://t.me/CheshireGrin_SOL,2024-11-16 05:45:15
444,paw paw,F1QZ95nHHeEz1DoXsnF3Kn1kbSRP7spJZs1XWMnVpump,27.71%,258.6%,258.6%,285,4.6K,22.4K,27.71,60,30min,30.5%,0%,-,,2024-11-16 05:45:15
445,Hwasbulla,H7s6iTjB4xpGqqA4RWr1JuQZEJTNVYVyDoXoBWXWpump,43.67%,212.1%,212.1%,161,3.3K,19.8K,24.23,67,39min,31.58%,0%,-,,2024-11-16 05:45:15
446,kelvin cat,AFzttkUBWrXAXHnrMWcTFY1FRwckkRN4NABjceoHpump,517.8%,517.8%,517.8%,2,19.5K,144.6K,107.19,153,140d,16.5%,0%,-,https://t.me/sol_kelvin,2024-11-16 05:45:15
447,C̸y̶p̴h̵e̷r,DvDL4ZWJU9r5iJMPLzJtqmhWCEE3ULGRnTbUkHghrt9E,112.9%,126.3%,353.5%,25,6.4K,29K,27.87,40,1h,33.06%,0.37%,-,,2024-11-16 05:45:15
448,Satoshi's Willy,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,3.04%,15.25%,67.83%,6,653.7,532.8K,204.41,650,3d,33.66%,3.04% Buy More,-,https://t.me/SatoshisWilly,2024-11-16 05:45:15
449,Marc Andreessen,BmK7xum1aqHGU3im28AgEGSYYFzpF18rGWxGyhqF2XJD,127.4%,112.3%,202.4%,32,4.9K,21.8K,22.96,41,27d,34.51%,0.04%,-,,2024-11-16 05:45:15
450,OOOOOOO,C2KaP1i7qjf2ngHkQMJgvkKLPiezcGkRGhaehHmxpump,24.43%,236.4%,236.4%,131,8.5K,21K,22.05,65,31min,27.33%,0%,-,,2024-11-16 05:45:15
451,Neuralink Mascot,C1fYxQE7z62kAWvdXPsukoasotEKcCkZhpQDPVmDpump,23.64%,250.7%,250.7%,25,1.4K,23.3K,28.08,63,30min,29.54%,0%,-,,2024-11-16 05:45:15
452,dogwentrich,hi1N7hvMKz26qZCGhimbsYrygnF7AExH7o2qj99pump,27.59%,98.96%,250.6%,333,2.4K,23K,28.31,1026,2h,19.31%,0%,-,https://t.me/dogwentrich,2024-11-16 05:45:15
453,إن شاء الله,GBeRbFsD9trCxcXZR9SKPUDF7CV6CNM1ahoVcn44pump,18.08%,2633.6%,2633.6%,191,30.1K,194.8K,137.38,692,46d,24.1%,0%,-,https://t.me/inshallahcoinportal,2024-11-16 05:45:15
454,DWOG,egy3LC9ndbxo8LzL8W3s8FzwS3H6gT7t73uUP2Mpump,13.94%,118.7%,421.1%,42,9.8K,675.3K,254.58,620,75d,21.36%,0%,-,https://t.me/SOLdwog,2024-11-16 05:45:15
455,buc,8onCxAgwuoFch1jARS1NVCDHj5NsBneMrgzwMVXspump,2.42%,30.78%,46.44%,6,525.1,19K,23.18,89,3d,25.36%,0%,-,,2024-11-16 05:45:15
456,AI GOD,HeSPKhfJvMyt6ewF42vp1gx9E6tfMRDH2Zxsia4Epump,81.27%,110.5%,110.5%,22,5.1K,21.4K,23.89,33,3d,30.74%,3.46%,-,https://t.me/aigodonsol,2024-11-16 05:45:15
457,Blinky,5VCsFVd15DLh8en8K2B4HfCxn29guNa52DMYoih5pump,25.47%,376.5%,376.5%,23,2.1K,30.3K,29.81,36,30min,34.03%,0%,-,https://t.me/Blinky_On_Solana,2024-11-16 05:45:15
458,Science Mascot,2GNB7ampbXhC7VSpEoCyPWcuo3MJVNzSgL38AKvqpump,131.3%,1475.2%,1475.2%,99,21.4K,99.7K,65.02,339,18min,23.66%,0%,-,,2024-11-16 05:45:15
459,Cardano Mascot,5KXXhZeVwHpevWUiZZhY1SwxvPg1pqoVg6Bd3bXQpump,64.87%,84.16%,348.1%,27,4.5K,27.4K,32.27,78,2h,26.87%,0.64%,-,,2024-11-16 05:45:15
460,TheyTakingTheHobbitsToIsengard,FZVxPUBcYQsGUeVnV6wofu1vdrE42WA4f92YD4Upump,280.3%,264.1%,284.9%,90,11.9K,24K,27.69,65,3h,29.58%,0%,-,https://t.me/+Hdbs3k32SxM5N2Ey,2024-11-16 05:45:15
461,MAGA PEPE,UBZwmV9QYBQ292KJqzNGummTwwUHTp3p4hxTytgpump,520.7%,520.7%,520.7%,2,19.7K,146.7K,107.3,142,118d,14.85%,0%,-,https://t.me/MagaPepe_Entry,2024-11-16 05:45:15
462,BLORMVERSE,DFjq7m5QqWu6KpTpKsoZqMerxw57TUfWFVnn7oHxpump,34.48%,54.5%,38.29%,23,6.9K,349.2K,151,364,11d,28.97%,0%,-,,2024-11-16 05:45:15
463,CATMAN,2Kku5U8A2P49GJ4UgMx6xkfrPv3nYv5N151ajTuHpump,10.4%,174.7%,174.7%,206,4.8K,20.8K,23.83,51,30min,24.88%,2.1% Sell Part,-,https://t.me/catmangate,2024-11-16 05:45:15
464,Magic Internet Cat,HcrApNvnkcBYyJ7B5GfpXcEqq6hkJ2dcaQQLNHE1pump,41.23%,1468.9%,1468.9%,1677,213.1K,184.7K,107.23,647,9min,6.9%,0%,-,,2024-11-16 05:45:15
465,Testosterone,6AQmXAxHYsWdaqSFP2H41SYfw6psQAkzS14VxDEqpump,35.46%,759.6%,759.6%,177,6.2K,54.4K,55.7,138,43min,30.98%,0%,-,,2024-11-16 05:45:15
466,Shaw AI(16z,2eu5qc9dx37AhPpTXimpMTKjPDpHWjPGtD7G3KBwwrtN,20.26%,187.2%,352.6%,14,2.1K,27.9K,28.88,92,3h,23.06%,1.79%,-,,2024-11-16 05:45:15
467,NOWMY,Bvo9W2RzpdSZGavbK1JxqZFjfdj9nxvYoe5PPXZopump,44.71%,50.24%,212.9%,17,3K,19.6K,23.78,119,3h,25.87%,0%,-,,2024-11-16 05:45:15
468,Machu,2iFw1PdmjwbXDy9B1RXuC39k5MNNAQZB78jLqttgpump,13.81%,223.4%,223.4%,152,7.9K,21K,25.45,74,35min,30.28%,0%,-,,2024-11-16 05:45:15
469,Machu,2iFw1PdmjwbXDy9B1RXuC39k5MNNAQZB78jLqttgpump,37.94%,251.1%,251.1%,140,7.5K,22.8K,27.67,81,36min,30.28%,0%,-,,2024-11-16 05:45:15
470,run cat,AEn8fEJQKmwW5GfazR194kqesu4mWrXjYiZ2BYk4pump,81.81%,1652%,1652%,202,31.6K,142.3K,80.65,365,11min,24.26%,0%,-,https://t.me/runcatctoportal,2024-11-16 05:45:15
471,ChadAI,DZd5bxpRezxkeDz18QJ2BzrxhDk6w9go7qAXgMfaLtjV,42.92%,69.96%,222.3%,19,6.4K,20.4K,24.61,32,4h,39.74%,5.37%,-,,2024-11-16 05:45:15
472,New monkey species,egKvJdhtEpsLwYw4iGPPGfMCxHhpVxjjL3BAxBKpump,59.37%,215.4%,263.8%,118,6.3K,22.8K,23.34,89,2h,29.24%,0%,-,,2024-11-16 05:45:15
473,Vibe Raccoon,JSejTUzmEiiiuVDaNhi3WCZbx4HcML2EGGekDVLpump,118.3%,117.5%,257%,21,4.3K,22.9K,28.54,54,2h,45.38%,6.71%,-,,2024-11-16 05:45:15
474,Science Mascot,GeAZJ3A9HcwntaEVvRy2UvSgsFW3u8mFTKgGVyaHpump,24.87%,302.2%,302.2%,201,2.5K,24.9K,28.44,93,30min,28.57%,0%,-,,2024-11-16 05:45:15
475,Act 47: A Presidential Prophecy,Ay4iJcyYsGfK5vYBCKhC9dBpRPJesC8qaBzaFWwJpump,48.04%,3444.8%,3444.8%,1439,39.2K,218.7K,113.31,419,44min,13.66%,1.2%,-,https://t.me/act47sol,2024-11-16 05:45:15
476,Hasbulla's Monkey,FrbzhZS98RBCcqccW3GKS66RSPGhSTk5Rj3rL6Nwpump,5.23%,399.1%,184.5%,22,3.7K,61.3K,61.04,73,6h,32.36%,0%,-,,2024-11-16 05:45:15
477,mystery,4T4Pvfwkav7CfX6rh31LJRSjijsorqnvHw49RyVRpump,77.53%,114.6%,122.9%,56,5.1K,22.1K,24.02,84,6h,24.52%,1.36% Buy More,-,,2024-11-16 05:45:15
478,EverythingAI,8VCyjv65nA4RcUzLAeVkxqKzMuKE9udMxz95D5xNpump,49.39%,890.4%,890.4%,49,9.1K,60.7K,56.34,168,49min,44.37%,0%,-,,2024-11-16 05:45:15
479,Retardium,4fgGRqgEmLzvHFmZsdfp3DufvrfpxeEnS5W4Ykzypump,299.8%,924.1%,924.1%,574,28.9K,64.6K,52.17,59,31min,26.73%,0%,-,,2024-11-16 05:45:15
